team,teamID,gameID,season,week,opponent,opponentID,completions,passingAttempts,passingYards,completionPct,yardsPerPassAttempt,yardsPerCompletion,passingTouchdowns,interceptions,sacks,rushingYards,rushingAttempts,yardsPerRushAttempt,rushingTouchdowns,receivingTouchdowns,fumbles,fumblesRecovered,fieldGoalsMade1_19,fieldGoalsMade20_29,fieldGoalsMade30_39,fieldGoalsMade40_49,fieldGoalsMade50,extraPointsMade,totalKickingPoints
LAC,33,401038955,2018,1,LAC,24,15,27,256,55.6,9.5,17.07,4,0,1,138.0,39,3.54,0,1,1,1,0,0,1,0,0,2,5,11
LAC,10,401030792,2018,7,LAC,24,24,32,237,75.0,7.4,9.88,1,1,2,162.0,32,5.06,1,0,0,0,0,0,0,0,0,0,0,6
LAC,5,401030746,2018,6,LAC,24,22,46,238,47.8,5.2,10.82,1,2,5,69.0,7,9.86,0,0,0,0,0,1,1,0,0,0,6,6
LAC,22,401030912,2018,12,LAC,24,12,19,105,63.2,5.5,8.75,1,1,2,62.0,24,2.58,0,1,0,0,0,0,0,0,0,0,0,6
LAC,26,401030852,2018,9,LAC,24,26,39,235,66.7,6.0,9.04,2,1,4,114.0,24,4.75,0,1,0,0,0,0,0,0,0,0,0,6
LAC,25,401030932,2018,4,LAC,24,0,0,0,0,0,0,0,0,0,57.0,14,4.07,0,2,0,0,0,1,1,0,0,3,9,21
LAC,23,401030951,2018,13,LAC,24,0,0,0,0,0,0,0,0,0,60.0,15,4.0,2,1,0,0,0,0,0,1,0,3,6,24
LAC,30,401437743,2022,3,LAC,24,28,39,262,71.8,6.7,9.36,3,0,0,151.0,36,4.19,1,3,0,0,0,3,0,0,0,3,12,36
LAC,13,401437885,2022,13,LAC,24,16,30,250,53.3,8.3,15.62,2,1,0,144.0,26,5.54,1,2,1,1,0,0,0,0,0,0,0,18
LAC,13,401437643,2022,1,LAC,24,22,37,295,59.5,8.0,13.41,2,3,5,57.0,10,5.7,0,1,1,0,0,0,0,0,0,0,0,6
LAC,25,401437842,2022,10,LAC,24,19,28,240,67.9,8.6,12.63,0,0,1,157.0,41,3.83,2,0,1,1,0,3,0,0,0,1,10,22
LAC,12,401437854,2022,11,LAC,24,20,34,329,58.8,9.7,16.45,3,0,1,163.0,27,6.04,0,3,1,1,0,0,2,0,1,3,12,30
LAC,12,401434030,2022,2,LAC,24,24,35,235,68.6,6.7,9.79,2,0,1,87.0,17,5.12,0,2,0,0,1,0,1,0,0,3,9,21
LAC,1,401437820,2022,9,LAC,24,12,23,129,52.2,5.6,10.75,0,0,2,201.0,35,5.74,2,0,1,1,0,1,0,0,0,2,5,17
LAC,34,401437753,2022,4,LAC,24,26,35,246,74.3,7.0,9.46,2,2,4,131.0,14,9.36,1,2,0,0,0,0,0,1,0,3,6,24
LAC,22,401437867,2022,12,LAC,24,18,29,191,62.1,6.6,10.61,2,1,1,181.0,34,5.32,1,2,1,1,0,0,0,1,0,3,6,24
LAC,26,401437801,2022,7,LAC,24,20,27,210,74.1,7.8,10.5,2,1,2,209.0,33,6.33,2,2,0,0,0,0,1,1,1,4,13,37
LAC,15,401437896,2022,14,LAC,24,10,28,145,35.7,5.2,14.5,1,0,2,91.0,18,5.06,0,0,1,0,0,0,0,0,1,2,5,5
LAC,7,401437790,2022,6,LAC,24,15,28,188,53.6,6.7,12.53,1,0,4,97.0,22,4.41,0,1,0,0,0,1,0,1,1,1,10,16
LAC,5,401437764,2022,5,LAC,24,0,0,0,0,0,0,0,0,0,181.0,28,6.46,3,1,0,0,0,0,0,0,0,4,4,28
LAC,30,400951648,2017,10,LAC,24,28,51,273,54.9,5.4,9.75,1,2,3,67.0,22,3.05,0,0,0,0,0,0,2,0,0,0,6,6
LAC,17,400951715,2017,8,LAC,24,32,47,333,68.1,7.1,10.41,1,0,3,46.0,16,2.88,0,0,0,0,0,2,1,1,0,1,13,13
LAC,13,400951779,2017,6,LAC,24,21,30,171,70.0,5.7,8.14,1,2,1,55.0,17,3.24,0,0,0,0,0,0,0,1,0,1,4,4
LAC,13,400951791,2017,17,LAC,24,19,28,243,67.9,8.7,12.79,1,1,2,105.0,23,4.57,0,1,0,0,0,0,0,0,0,0,0,6
LAC,28,400951687,2017,14,LAC,24,15,27,151,55.6,5.6,10.07,1,1,2,53.0,19,2.79,0,0,0,0,0,0,0,0,0,0,0,0
LAC,5,400951731,2017,13,LAC,24,15,32,215,46.9,6.7,14.33,1,1,3,89.0,22,4.05,0,1,0,0,0,0,1,0,0,1,4,10
LAC,2,400951807,2017,11,LAC,24,15,25,158,60.0,6.3,10.53,1,0,1,156.0,19,8.21,2,1,0,0,0,0,0,0,1,3,6,24
LAC,6,400951573,2017,12,LAC,24,20,27,179,74.1,6.6,8.95,0,2,2,36.0,9,4.0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,7,400951624,2017,7,LAC,24,25,35,207,71.4,5.9,8.28,0,1,5,20.0,4,5.0,0,0,0,0,0,0,0,0,0,0,0,0
LAC,7,400951615,2017,1,LAC,24,17,28,219,60.7,7.8,12.88,2,1,4,19.0,6,3.17,1,0,0,0,0,0,0,0,0,0,0,6
LAC,21,400951738,2017,4,LAC,24,17,31,242,54.8,7.8,14.24,1,0,1,14.0,6,2.33,0,1,0,0,0,0,0,0,0,0,0,6
LAC,15,400951666,2017,2,LAC,24,0,0,0,0,0,0,0,0,0,115.0,29,3.97,0,1,0,0,0,0,0,0,0,0,0,6
LAC,19,400951650,2017,5,LAC,24,0,0,0,0,0,0,0,0,0,65.0,12,5.42,0,1,0,0,0,0,0,0,0,2,2,8
LAC,12,400951772,2017,15,LAC,24,0,0,0,0,0,0,0,0,0,155.0,24,6.46,1,1,0,0,0,1,1,0,1,3,12,24
LAC,12,400951634,2017,3,LAC,24,0,0,0,0,0,0,0,0,0,168.0,18,9.33,1,1,0,0,0,0,1,0,0,3,6,18
LAC,20,400951642,2017,16,LAC,24,0,0,0,0,0,0,0,0,0,145.0,19,7.63,1,0,0,0,0,0,0,0,0,1,1,7
LAC,7,401326504,2021,12,LAC,24,4,7,26,57.1,3.7,6.5,0,1,1,147.0,33,4.45,2,0,0,0,0,0,0,0,0,4,4,16
LAC,4,401326512,2021,13,LAC,24,24,40,300,60.0,7.5,12.5,1,2,6,60.0,20,3.0,2,1,1,1,0,0,0,1,0,1,4,22
LAC,13,401326600,2021,18,LAC,24,1,1,4,100.0,4.0,4.0,0,0,0,174.0,34,5.12,1,2,0,0,0,1,1,2,1,2,17,35
LAC,13,401326394,2021,4,LAC,24,21,34,196,61.8,5.8,9.33,2,1,4,48.0,17,2.82,0,2,1,0,0,0,0,0,0,2,2,14
LAC,16,401326474,2021,10,LAC,24,25,37,294,67.6,7.9,11.76,2,0,2,103.0,33,3.12,1,2,0,0,0,0,1,1,0,3,9,27
LAC,19,401326533,2021,14,LAC,24,17,36,191,47.2,5.3,11.24,2,1,2,127.0,25,5.08,1,1,0,0,0,0,0,0,0,1,1,13
LAC,28,401326312,2021,1,LAC,24,11,15,122,73.3,8.1,11.09,1,0,0,124.0,26,4.77,0,1,2,1,0,0,1,2,0,1,10,16
LAC,33,401326411,2021,6,LAC,24,19,27,167,70.4,6.2,8.79,1,2,3,176.0,37,4.76,3,1,1,0,0,0,1,0,1,4,10,34
LAC,21,401326460,2021,9,LAC,24,11,17,162,64.7,9.5,14.73,1,0,1,136.0,29,4.69,2,1,1,0,0,1,0,0,0,3,6,24
LAC,17,401326445,2021,8,LAC,24,18,35,217,51.4,6.2,12.06,0,0,1,142.0,39,3.64,1,0,1,1,0,1,1,2,0,1,13,19
LAC,7,401326579,2021,17,LAC,24,0,2,0,0.0,0.0,0,0,0,0,83.0,27,3.07,0,1,0,0,0,1,0,0,1,1,7,13
LAC,12,401326368,2021,3,LAC,24,27,44,260,61.4,5.9,9.63,3,2,2,175.0,29,6.03,0,3,1,1,0,0,1,0,0,3,6,24
LAC,12,401326537,2021,15,LAC,24,31,47,410,66.0,8.7,13.23,3,1,1,76.0,18,4.22,0,2,0,0,0,0,2,0,0,2,8,20
LAC,5,401326404,2021,5,LAC,24,23,32,305,71.9,9.5,13.26,2,0,1,230.0,35,6.57,3,2,0,0,0,0,2,0,0,4,10,40
LAC,34,401326559,2021,16,LAC,24,21,27,254,77.8,9.4,12.1,2,0,1,33.0,13,2.54,0,2,0,0,0,1,0,0,1,5,11,23
LAC,6,401326359,2021,2,LAC,24,23,27,237,85.2,8.8,10.3,0,1,2,193.0,30,6.43,2,0,0,0,0,0,0,0,0,0,0,12
LAC,23,401326492,2021,11,LAC,24,0,0,0,0,0,0,0,0,0,40.0,14,2.86,1,3,0,0,0,0,2,1,0,4,13,37
LAC,11,401127972,2019,1,LAC,24,21,27,190,77.8,7.0,9.05,2,0,2,203.0,33,6.15,1,2,0,0,0,0,0,1,0,1,4,22
LAC,13,401127907,2019,10,LAC,24,21,31,218,67.7,7.0,10.38,1,0,3,75.0,20,3.75,1,0,0,0,0,1,0,1,0,2,8,14
LAC,13,401127896,2019,16,LAC,24,26,30,291,86.7,9.7,11.19,1,0,3,99.0,29,3.41,2,1,0,0,0,0,0,1,0,3,6,24
LAC,16,401128113,2019,15,LAC,24,19,25,207,76.0,8.3,10.89,1,1,0,48.0,14,3.43,0,0,0,0,0,0,0,0,0,0,0,0
LAC,7,401128019,2019,5,LAC,24,14,20,182,70.0,9.1,13.0,1,1,3,182.0,31,5.87,1,1,0,0,0,0,0,2,0,2,8,20
LAC,7,401128104,2019,13,LAC,24,18,28,134,64.3,4.8,7.44,2,1,0,84.0,25,3.36,0,2,0,0,0,0,1,0,2,2,11,23
LAC,12,401127990,2019,17,LAC,24,16,25,174,64.0,7.0,10.88,1,1,0,145.0,19,7.63,2,1,0,0,0,0,0,1,0,4,7,25
LAC,12,401128134,2019,11,LAC,24,19,32,182,59.4,5.7,9.58,1,1,1,66.0,9,7.33,0,1,0,0,0,0,0,1,0,3,6,12
LAC,30,401127997,2019,14,LAC,24,24,37,162,64.9,4.4,6.75,1,0,2,81.0,21,3.86,0,0,0,0,0,1,0,0,0,1,4,4
LAC,9,401128090,2019,9,LAC,24,23,35,161,65.7,4.6,7.0,1,0,3,45.0,11,4.09,0,1,0,0,0,0,0,0,1,0,3,9
LAC,15,401128055,2019,4,LAC,24,17,24,180,70.8,7.5,10.59,1,1,4,49.0,12,4.08,0,1,2,0,0,0,1,0,0,1,4,10
LAC,8,401128072,2019,2,LAC,24,22,30,245,73.3,8.2,11.14,2,2,0,56.0,18,3.11,0,2,0,0,0,0,0,0,0,1,1,13
LAC,10,401127979,2019,7,LAC,24,23,29,312,79.3,10.8,13.57,2,1,2,95.0,28,3.39,1,1,0,0,0,0,0,1,0,2,5,17
LAC,3,401128039,2019,8,LAC,24,23,35,253,65.7,7.2,11.0,0,1,4,154.0,35,4.4,1,0,0,0,1,2,0,0,0,1,10,16
LAC,34,401127970,2019,3,LAC,24,25,34,351,73.5,10.3,14.04,3,0,2,20.0,9,2.22,0,1,0,0,0,0,0,0,0,3,3,9
LAC,23,401128131,2019,6,LAC,24,0,0,0,0,0,0,0,0,0,116.0,33,3.52,1,1,0,0,0,1,0,0,0,3,6,18
LV,2,401220229,2020,4,LV,13,24,34,288,70.6,8.5,12.0,2,0,1,55.0,21,2.62,2,2,0,0,0,0,1,0,0,3,6,30
LV,27,401220232,2020,7,LV,13,33,45,369,73.3,8.2,11.18,4,0,0,35.0,14,2.5,2,2,1,0,0,1,0,0,0,6,9,33
LV,29,401220370,2020,1,LV,13,22,34,269,64.7,7.9,12.23,1,0,1,128.0,28,4.57,2,1,0,0,0,0,1,2,0,1,10,28
LV,11,401220233,2020,14,LV,13,0,0,0,0.0,0.0,0,0,0,0,209.0,30,6.97,2,2,0,0,0,2,1,0,0,5,14,38
LV,20,401220142,2020,13,LV,13,14,23,186,60.9,8.1,13.29,2,1,3,28.0,4,7.0,1,2,0,0,0,0,0,0,0,2,2,20
LV,24,401220236,2020,9,LV,13,28,42,326,66.7,7.8,11.64,2,0,2,121.0,29,4.17,1,1,0,0,0,1,0,1,0,2,8,20
LV,24,401220228,2020,15,LV,13,22,32,314,68.8,9.8,14.27,2,0,1,96.0,29,3.31,2,1,0,0,0,1,0,0,0,3,6,24
LV,7,401220226,2020,10,LV,13,23,47,257,48.9,5.5,11.17,1,4,2,55.0,17,3.24,0,0,0,0,0,0,1,0,1,0,6,6
LV,7,401220211,2020,17,LV,13,25,41,339,61.0,8.3,13.56,2,0,2,100.0,28,3.57,1,1,0,0,0,2,1,0,0,2,11,23
LV,12,401220227,2020,11,LV,13,34,45,348,75.6,7.7,10.24,2,1,0,16.0,4,4.0,0,1,0,0,0,0,0,0,0,5,5,11
LV,12,401220219,2020,5,LV,13,22,43,340,51.2,7.9,15.45,2,1,3,21.0,6,3.5,1,1,0,0,0,0,1,0,0,3,6,18
LV,5,401220169,2020,8,LV,13,12,25,122,48.0,4.9,10.17,0,0,0,95.0,20,4.75,0,0,1,1,0,0,1,1,0,0,6,6
LV,1,401220312,2020,12,LV,13,22,39,185,56.4,4.7,8.41,2,1,1,129.0,29,4.45,1,2,0,0,0,1,3,0,1,4,19,37
LV,15,401220230,2020,16,LV,13,17,22,94,77.3,4.3,5.53,1,0,3,100.0,23,4.35,0,2,0,0,0,1,2,1,0,2,14,26
LV,17,401220134,2020,3,LV,13,0,0,0,0,0,0,0,0,0,62.0,7,8.86,2,1,0,0,0,1,2,0,0,3,12,30
LV,18,401220231,2020,2,LV,13,0,0,0,0,0,0,0,0,0,90.0,14,6.43,2,1,0,0,0,0,1,0,0,3,6,24
LV,7,401326419,2021,6,LV,13,35,49,334,71.4,6.8,9.54,3,3,5,112.0,23,4.87,0,3,0,0,0,0,1,0,0,3,6,24
LV,4,401326489,2021,11,LV,13,20,29,148,69.0,5.1,7.4,1,0,3,156.0,36,4.33,2,1,0,0,0,0,0,1,3,2,14,32
LV,33,401326321,2021,1,LV,13,19,30,235,63.3,7.8,12.37,1,0,3,256.0,55,4.65,2,3,0,0,0,0,0,2,0,3,9,39
LV,3,401326405,2021,5,LV,13,12,20,111,60.0,5.6,9.25,1,0,2,4.0,3,1.33,0,0,0,0,0,0,0,2,0,2,8,8
LV,28,401326518,2021,13,LV,13,23,30,196,76.7,6.5,8.52,2,1,1,99.0,29,3.41,0,2,0,0,0,0,0,1,0,2,5,17
LV,12,401326477,2021,10,LV,13,35,50,406,70.0,8.1,11.6,5,0,0,63.0,20,3.15,0,2,0,0,0,0,1,1,0,5,11,23
LV,12,401326528,2021,14,LV,13,20,24,258,83.3,10.8,12.9,2,0,3,55.0,18,3.06,2,1,0,0,0,0,1,0,1,6,12,30
LV,24,401326600,2021,18,LV,13,34,64,383,53.1,6.0,11.26,3,1,3,85.0,21,4.05,1,3,0,0,0,0,0,1,0,3,6,30
LV,24,401326394,2021,4,LV,13,25,38,222,65.8,5.8,8.88,3,0,2,141.0,20,7.05,1,3,0,0,0,0,0,0,0,4,4,28
LV,21,401326431,2021,7,LV,13,18,34,236,52.9,6.9,13.11,2,0,2,111.0,25,4.44,0,2,2,1,0,0,0,0,0,2,2,14
LV,19,401326459,2021,9,LV,13,15,20,110,75.0,5.5,7.33,1,0,2,114.0,26,4.38,0,1,0,0,0,0,3,0,0,2,11,17
LV,7,401326566,2021,16,LV,13,15,22,153,68.2,7.0,10.2,0,0,2,18.0,16,1.12,1,0,0,0,0,0,0,1,1,1,7,13
LV,5,401326539,2021,15,LV,13,20,30,147,66.7,4.9,7.35,1,0,0,89.0,24,3.71,1,1,0,0,0,0,0,0,0,2,2,14
LV,6,401326495,2021,12,LV,13,32,47,375,68.1,8.0,11.72,2,0,1,64.0,20,3.2,1,1,0,0,0,0,0,0,0,0,0,12
LV,11,401326573,2021,17,LV,13,16,27,148,59.3,5.5,9.25,1,0,1,122.0,25,4.88,1,1,1,0,0,0,0,2,0,2,8,20
LV,15,401326374,2021,3,LV,13,0,0,0,0,0,0,0,0,0,96.0,20,4.8,1,0,1,0,0,0,0,0,0,0,0,6
LV,23,401326356,2021,2,LV,13,0,0,0,0,0,0,0,0,0,38.0,12,3.17,1,1,0,0,0,0,0,0,1,2,5,17
LV,18,401437810,2022,8,LV,13,22,30,229,73.3,7.6,10.41,2,0,0,123.0,28,4.39,1,2,0,0,0,0,1,0,0,3,6,24
LV,24,401437885,2022,13,LV,13,28,47,335,59.6,7.1,11.96,1,0,5,72.0,22,3.27,0,1,1,1,0,0,2,0,0,2,8,14
LV,24,401437643,2022,1,LV,13,26,34,279,76.5,8.2,10.73,3,0,0,74.0,30,2.47,0,2,0,0,0,0,0,0,0,0,0,12
LV,30,401437824,2022,9,LV,13,25,31,235,80.7,7.6,9.4,1,0,0,162.0,34,4.76,2,1,0,0,0,0,0,2,0,3,9,27
LV,12,401437776,2022,5,LV,13,29,43,292,67.4,6.8,10.07,4,0,3,103.0,23,4.48,0,4,0,0,0,0,0,0,1,3,6,30
LV,14,401437888,2022,14,LV,13,22,35,230,62.9,6.6,10.45,1,0,4,76.0,20,3.8,1,1,1,1,0,0,0,0,1,2,5,17
LV,34,401437800,2022,7,LV,13,28,41,302,68.3,7.4,10.79,2,1,1,108.0,23,4.7,0,2,0,0,0,0,1,0,1,2,8,20
LV,22,401437642,2022,2,LV,13,31,49,277,63.3,5.7,8.94,1,1,1,112.0,20,5.6,2,0,0,0,0,0,0,0,0,1,1,13
LV,11,401437840,2022,10,LV,13,21,28,222,75.0,7.9,10.57,1,0,1,207.0,30,6.9,2,1,2,1,0,0,0,2,0,1,7,25
LV,26,401437868,2022,12,LV,13,27,37,328,73.0,8.9,12.15,2,1,3,65.0,23,2.83,2,2,0,0,0,1,1,0,0,4,10,34
LV,10,401437741,2022,3,LV,13,19,27,264,70.4,9.8,13.89,1,1,1,95.0,25,3.8,2,0,0,0,0,0,0,1,0,3,6,18
LV,7,401437853,2022,11,LV,13,24,31,247,77.4,8.0,10.29,0,0,3,94.0,28,3.36,1,0,1,0,0,0,0,2,1,1,10,16
LV,7,401437760,2022,4,LV,13,17,25,237,68.0,9.5,13.94,2,0,3,65.0,17,3.82,1,2,1,1,0,1,0,0,0,2,5,23
ARI,2,401220341,2020,10,ARI,22,32,49,284,65.3,5.8,8.88,2,2,0,73.0,18,4.06,0,2,0,0,0,0,0,0,3,3,12,24
ARI,25,401220337,2020,16,ARI,22,13,22,182,59.1,8.3,14.0,3,0,3,217.0,26,8.35,0,1,0,0,0,0,0,0,0,2,2,8
ARI,29,401220320,2020,4,ARI,22,26,37,276,70.3,7.5,10.62,2,1,0,82.0,18,4.56,1,1,0,0,0,1,0,0,0,4,7,19
ARI,6,401220245,2020,6,ARI,22,34,54,266,63.0,4.9,7.82,1,2,3,97.0,27,3.59,0,1,3,2,0,0,1,0,0,1,4,10
ARI,20,401220143,2020,5,ARI,22,18,33,195,54.5,5.9,10.83,1,0,2,50.0,13,3.85,0,1,0,0,0,1,0,0,0,1,4,10
ARI,25,401220352,2020,1,ARI,22,19,33,259,57.6,7.8,13.63,2,0,3,74.0,17,4.35,0,1,0,0,0,1,0,0,1,2,8,14
ARI,14,401220336,2020,13,ARI,22,37,47,351,78.7,7.5,9.49,1,0,1,119.0,31,3.84,3,1,0,0,0,0,1,0,0,5,8,32
ARI,21,401220339,2020,15,ARI,22,24,44,338,54.5,7.7,14.08,3,0,6,117.0,29,4.03,1,3,0,0,0,0,0,0,0,2,2,26
ARI,19,401220253,2020,14,ARI,22,2,3,18,66.7,6.0,9.0,0,0,2,78.0,17,4.59,1,0,1,1,0,0,0,0,0,1,1,7
ARI,8,401220343,2020,3,ARI,22,22,31,270,71.0,8.7,12.27,2,0,4,72.0,23,3.13,0,1,0,0,0,1,3,0,0,2,14,20
ARI,15,401220342,2020,9,ARI,22,20,28,248,71.4,8.9,12.4,2,0,3,92.0,24,3.83,1,1,0,0,0,0,0,0,2,4,10,22
ARI,26,401220338,2020,7,ARI,22,33,50,388,66.0,7.8,11.76,3,3,2,98.0,10,9.8,0,3,0,0,0,0,0,2,0,4,10,28
ARI,26,401220360,2020,11,ARI,22,23,28,197,82.1,7.0,8.57,2,0,3,73.0,16,4.56,0,2,0,0,0,1,0,1,0,2,8,20
ARI,14,401220344,2020,17,ARI,22,22,38,231,57.9,6.1,10.5,0,1,2,110.0,30,3.67,0,0,1,1,0,2,1,0,0,1,10,10
ARI,28,401220340,2020,2,ARI,22,0,0,0,0,0,0,0,0,0,108.0,21,5.14,1,1,0,0,0,1,0,0,0,0,3,15
ARI,17,401220135,2020,12,ARI,22,0,0,0,0,0,0,0,0,0,46.0,16,2.88,0,0,0,0,0,1,0,0,1,2,8,8
ARI,29,401127962,2019,3,ARI,22,19,26,261,73.1,10.0,13.74,4,0,2,164.0,28,5.86,1,2,0,0,0,0,1,0,0,5,8,26
ARI,14,401128100,2019,13,ARI,22,32,43,424,74.4,9.9,13.25,2,0,1,115.0,26,4.42,1,2,0,0,0,1,1,0,0,4,10,28
ARI,4,401127958,2019,5,ARI,22,27,38,262,71.1,6.9,9.7,2,0,1,108.0,23,4.7,0,2,0,0,0,2,0,1,0,2,11,23
ARI,25,401128089,2019,11,ARI,22,34,45,424,75.6,9.4,12.47,4,2,2,34.0,19,1.79,0,0,0,0,0,0,0,1,0,3,6,6
ARI,25,401127908,2019,9,ARI,22,28,37,317,75.7,8.6,11.32,4,0,1,101.0,31,3.26,0,2,0,0,0,0,0,0,0,4,4,16
ARI,14,401128038,2019,17,ARI,22,29,45,319,64.4,7.1,11.0,3,0,1,81.0,23,3.52,0,2,0,0,0,0,0,1,0,4,7,19
ARI,33,401128061,2019,2,ARI,22,24,37,272,64.9,7.4,11.33,2,0,2,182.0,33,5.52,0,2,1,0,0,1,1,0,1,2,11,23
ARI,19,401127974,2019,7,ARI,22,22,35,223,62.9,6.4,10.14,1,1,8,107.0,22,4.86,1,0,0,0,0,0,0,0,0,3,3,9
ARI,5,401128094,2019,15,ARI,22,30,43,247,69.8,5.7,8.23,2,1,1,152.0,23,6.61,1,2,1,1,0,0,0,1,0,3,6,24
ARI,1,401128126,2019,6,ARI,22,30,36,356,83.3,9.9,11.87,4,0,2,101.0,24,4.21,0,4,0,0,0,0,0,0,0,0,0,24
ARI,8,401127999,2019,1,ARI,22,27,45,385,60.0,8.6,14.26,3,0,3,75.0,20,3.75,0,3,0,0,0,0,1,0,1,3,9,27
ARI,26,401128064,2019,4,ARI,22,22,28,240,78.6,8.6,10.91,1,0,4,11.0,5,2.2,1,1,1,0,0,1,1,0,0,3,9,21
ARI,26,401127941,2019,16,ARI,22,16,31,169,51.6,5.5,10.56,1,0,5,2.0,2,1.0,0,0,0,0,0,0,1,0,1,1,7,7
ARI,27,401127976,2019,10,ARI,22,30,48,358,62.5,7.5,11.93,1,2,4,112.0,25,4.48,2,0,1,1,0,0,1,2,0,3,12,24
ARI,18,401128046,2019,8,ARI,22,0,0,0,0,0,0,0,0,0,93.0,22,4.23,1,3,0,0,0,1,0,0,0,4,7,31
ARI,23,401128002,2019,14,ARI,22,0,0,0,0,0,0,0,0,0,73.0,13,5.62,0,1,0,0,0,1,2,0,0,2,11,17
ARI,25,401030797,2018,5,ARI,22,34,54,349,63.0,6.5,10.26,2,2,4,124.0,28,4.43,1,2,1,0,0,0,0,0,0,0,0,18
ARI,25,401030772,2018,8,ARI,22,14,28,190,50.0,6.8,13.57,1,0,4,79.0,27,2.93,0,1,1,0,0,2,0,0,0,1,7,13
ARI,13,401030970,2018,11,ARI,22,19,31,192,61.3,6.2,10.11,2,0,4,61.0,11,5.55,0,1,1,0,0,1,1,1,0,2,11,17
ARI,16,401030742,2018,6,ARI,22,24,34,233,70.6,6.9,9.71,1,1,4,178.0,29,6.14,2,1,0,0,0,0,1,1,0,3,9,27
ARI,14,401030732,2018,2,ARI,22,24,32,354,75.0,11.1,14.75,1,1,2,90.0,33,2.73,3,1,0,0,0,0,0,0,0,0,0,24
ARI,14,401030907,2018,16,ARI,22,19,24,216,79.2,9.0,11.37,1,0,2,64.0,9,7.11,2,1,0,0,0,1,0,0,0,4,7,25
ARI,7,401030800,2018,7,ARI,22,14,21,161,66.7,7.7,11.5,1,1,2,131.0,31,4.23,2,2,0,0,0,0,0,1,0,6,9,33
ARI,12,401030815,2018,10,ARI,22,21,28,249,75.0,8.9,11.86,2,0,5,92.0,20,4.6,0,0,1,0,0,0,0,2,0,2,8,8
ARI,9,401030965,2018,13,ARI,22,31,50,233,62.0,4.7,7.52,1,0,1,69.0,21,3.29,1,1,0,0,0,0,1,0,0,2,5,17
ARI,1,401030900,2018,15,ARI,22,22,36,231,61.1,6.4,10.5,2,0,2,174.0,15,11.6,2,1,0,0,0,0,0,0,0,0,0,18
ARI,8,401030860,2018,14,ARI,22,15,23,101,65.2,4.4,6.73,0,0,1,7.0,1,7.0,0,0,0,0,0,0,0,1,0,2,5,5
ARI,3,401030801,2018,3,ARI,22,24,35,220,68.6,6.3,9.17,0,1,3,122.0,31,3.94,1,0,0,0,0,1,0,2,0,1,10,16
ARI,26,401030848,2018,4,ARI,22,19,26,172,73.1,6.6,9.05,0,0,2,122.0,25,4.88,2,0,1,0,0,0,0,0,0,0,0,12
ARI,26,401030856,2018,17,ARI,22,12,21,152,57.1,7.2,12.67,1,1,6,45.0,10,4.5,1,1,0,0,0,0,0,0,0,0,0,12
ARI,24,401030912,2018,12,ARI,22,0,0,0,0,0,0,0,0,0,96.0,15,6.4,3,2,0,0,0,0,1,0,0,6,9,39
ARI,28,401030725,2018,1,ARI,22,0,0,0,0,0,0,0,0,0,161.0,31,5.19,1,1,1,1,0,0,0,0,0,0,0,12
ARI,25,400951763,2017,9,ARI,22,24,51,294,47.1,5.8,12.25,0,1,5,17.0,4,4.25,1,0,0,0,0,0,0,1,0,1,4,10
ARI,30,400951622,2017,12,ARI,22,19,33,160,57.6,4.8,8.42,0,1,3,97.0,21,4.62,2,0,0,0,0,0,0,1,0,3,6,18
ARI,11,400951632,2017,2,ARI,22,20,37,216,54.1,5.8,10.8,0,1,4,76.0,29,2.62,1,0,0,0,0,1,0,1,0,1,7,13
ARI,28,400951809,2017,15,ARI,22,18,26,196,69.2,7.5,10.89,2,0,1,-14.0,3,-4.67,0,1,0,0,0,1,1,0,0,2,8,14
ARI,14,400951733,2017,13,ARI,22,21,31,220,67.7,7.1,10.48,2,1,1,76.0,20,3.8,0,1,0,0,0,2,0,1,1,2,14,20
ARI,14,400951593,2017,7,ARI,22,22,37,235,59.5,6.4,10.68,1,1,1,171.0,36,4.75,2,1,0,0,0,1,2,0,1,3,15,33
ARI,10,400951662,2017,14,ARI,22,16,31,159,51.6,5.1,9.94,0,2,3,31.0,10,3.1,1,0,0,0,0,0,0,0,0,1,1,7
ARI,6,400951668,2017,3,ARI,22,13,18,183,72.2,10.2,14.08,2,0,1,96.0,25,3.84,2,1,0,0,0,0,0,0,0,0,0,18
ARI,8,400951576,2017,1,ARI,22,29,41,292,70.7,7.1,10.07,4,1,1,73.0,25,2.92,0,3,0,0,0,0,0,0,1,2,5,23
ARI,21,400951651,2017,5,ARI,22,21,30,304,70.0,10.1,14.48,4,1,1,28.0,13,2.15,0,3,0,0,0,1,1,0,0,4,10,28
ARI,26,400951793,2017,17,ARI,22,18,29,221,62.1,7.6,12.28,2,0,3,93.0,19,4.89,0,0,0,0,0,0,0,1,0,3,6,6
ARI,26,400951553,2017,10,ARI,22,22,32,238,68.8,7.4,10.82,2,0,5,48.0,13,3.69,0,2,0,0,0,0,1,1,0,2,8,20
ARI,27,400951770,2017,6,ARI,22,5,10,61,50.0,6.1,12.2,0,0,0,0.0,0,0,0,3,0,0,0,0,0,0,0,0,0,18
ARI,25,400951735,2017,4,ARI,22,0,0,0,0,0,0,0,0,0,16.0,9,1.78,0,0,0,0,0,1,1,3,0,0,15,15
